symbol,trending_bull_pct,trending_bear_pct,sideways_pct,high_volatility_pct,low_liquidity_pct
BTCUSDT,0.009933902825557573,0.011905222063314135,0.19094739283367476,0.0,0.7872134822774535
ETHUSDT,0.019365312512079163,0.021568551660160026,0.20478528081635808,0.0,0.7542808550114027
SOLUSDT,0.018398979552394574,0.02466081713115071,0.1835646090216845,0.0,0.7733755942947702
