category,count,loss_pct
trending_loss,0,0.0
sideways_loss,0,0.0
false_breakout,0,0.0
low_volume,0,0.0
news_event,0,0.0
late_entry,3,0.1
early_exit,20,0.6666666666666666
stop_loss_hit,7,0.23333333333333334
overtrading,0,0.0
